location	code	product_ean	store_name
Asia/Yekaterinburg	RU	4561083425686	Saraktash
Europe/Berlin	DE	7303497434703	Bad Segeberg
America/Bahia	BR	0481551187639	Tucano
Asia/Kuala_Lumpur	MY	4334878679294	Gua Musang
Europe/London	GB	1004193520009	Viewpark
America/Santiago	CL	0127584141070	Chiguayante
Europe/Berlin	DE	9125850983318	Ehingen
Pacific/Auckland	NZ	5923433003835	Gisborne
Asia/Kolkata	IN	3776695970269	Pune
America/Argentina/Buenos_Aires	AR	4127846257521	Pontevedra
Europe/Berlin	DE	0080254650800	Siegburg
America/New_York	US	6961009325850	Peabody
Asia/Shanghai	CN	6894497034853	Laiwu
Asia/Shanghai	CN	3378204069091	Huangshi
America/Boise	US	5084736126536	Nampa
America/Sao_Paulo	BR	0901493427537	Soledade
Europe/Berlin	DE	5672346000850	Oschatz
Europe/Madrid	ES	3876027332335	Baza
Africa/Lubumbashi	CD	9657612286073	Beni
Europe/Samara	RU	7772136172328	Otradnyy
Europe/Brussels	BE	1342634213531	Beveren
Europe/Brussels	BE	9918329548428	Gembloux
America/Toronto	CA	0445980888123	Markham
Europe/Rome	IT	5166838836701	Mesagne
Africa/Lubumbashi	CD	6114762623538	Beni
Asia/Kuala_Lumpur	MY	0198403663042	Kulai
America/Mexico_City	MX	5558038042066	Guanajuato
Europe/London	GB	7557013088240	Kingston upon Hull
America/Merida	MX	5077154153796	Progreso
America/Chicago	US	8877767740638	Brenham
America/Chicago	US	6020804169752	San Juan
Europe/London	GB	5301498372507	Selby
Africa/Dar_es_Salaam	TZ	3870101581053	Nyangao
Europe/Istanbul	TR	3436471109220	Aksaray
Europe/Copenhagen	DK	0339874730516	Frederiksberg
Asia/Tokyo	JP	0303922344666	Ina
America/New_York	US	1985973461784	Rutland
America/Chicago	US	1827655744337	Evergreen Park
Africa/Douala	CM	1581677368307	Idenao
America/New_York	US	0760687702306	Martinsburg
Europe/London	GB	3858730441894	Lymington
America/Chicago	US	0840967071527	Coralville
Europe/Lisbon	PT	2168172402492	Custoias
America/El_Salvador	SV	5286194186477	Ilopango
America/Mexico_City	MX	4981798524465	Zacoalco de Torres
Europe/Paris	FR	1690069129195	Vienne
Europe/Belgrade	RS	2384819731996	Sremska Mitrovica
America/Panama	PA	7378871630088	Veracruz
Europe/London	GB	3220239090994	Strood
Africa/Accra	GH	1601902607626	Tarkwa
America/Los_Angeles	US	7476491116729	South Whittier
Europe/Moscow	RU	5940565932918	Likhobory
Asia/Yekaterinburg	RU	0697173599211	Kuvandyk
Europe/Brussels	BE	3355951894640	Rixensart
Asia/Yakutsk	RU	9257537559087	Aykhal
Africa/Lagos	NG	9598736066359	Gaya
Asia/Vladivostok	RU	4874708258607	Nikolayevsk-on-Amure
America/Denver	US	5215243159803	Saratoga Springs
Europe/Belgrade	RS	8020195986851	Sremska Mitrovica
Europe/Berlin	DE	9476046727606	Memmingen
Africa/Dar_es_Salaam	TZ	9635217977114	Kidodi
Africa/Casablanca	MA	3748385974376	Jerada
America/Denver	US	1392060562987	Ken Caryl
Asia/Kolkata	IN	4640203553246	Talipparamba
Europe/Moscow	RU	3020982869744	Volokolamsk
Europe/London	GB	0867616167608	Thetford
Asia/Kolkata	IN	1607564355646	Davangere
America/Halifax	CA	6172574082059	Charlottetown
Europe/Berlin	DE	6107376540292	Verl
Europe/Berlin	DE	9809464113506	Wesseling
Asia/Shanghai	CN	2773027627328	Beidao
America/New_York	US	8832415077023	Chillum
Europe/London	GB	2355635547771	Great Wyrley
Asia/Bishkek	KG	9802425855996	Jalal-Abad
America/Guatemala	GT	1572889737739	Chichicastenango
America/Sao_Paulo	BR	4946971318118	Caldas Novas
Africa/Algiers	DZ	4942262196892	Thenia
Europe/Amsterdam	NL	9553918888921	Hoogezand
Europe/Sarajevo	BA	8233909023593	Bijeljina
America/Los_Angeles	US	5139967655659	Lompoc
Asia/Kolkata	IN	6442151004386	Teghra
Europe/Berlin	DE	5723460524316	Marburg an der Lahn
America/Caracas	VE	9849164640186	Barinas
Europe/Minsk	BY	8164017842397	Dobrush
Africa/Douala	CM	8159743354887	Idenao
Europe/Prague	CZ	5097217844959	Most
America/El_Salvador	SV	0529522665042	Ilopango
Asia/Shanghai	CN	3633622938597	Nanpiao
America/Bogota	CO	2126231547362	Villa del Rosario
America/Mexico_City	MX	0875591235694	Santa Rosa Jauregui
Asia/Kolkata	IN	0189825777271	Kenda
America/New_York	US	6944021278045	Massapequa
America/Los_Angeles	US	5816103873855	Porterville
Asia/Shanghai	CN	0106367602724	Foshan
Asia/Vladivostok	RU	4566442274127	Nikolayevsk-on-Amure
Africa/Djibouti	DJ	6237076119938	'Ali Sabieh
America/Cuiaba	BR	0946306328212	Nova Xavantina
Europe/Brussels	BE	8779851850776	Houthalen
Europe/Madrid	ES	7562646243270	Gandia
Africa/Dar_es_Salaam	TZ	6263554453461	Iringa
America/Recife	BR	4184530188417	Catende
Asia/Phnom_Penh	KH	4741420343235	Paoy Paet
America/Bogota	CO	8013561733494	El Copey
America/Panama	PA	1906447965126	Veracruz
Europe/Kiev	UA	2029100917238	Shepetivka
Asia/Kolkata	IN	6607258045001	Rajaori
Europe/Paris	FR	6594519868519	Herblay
Europe/London	GB	5402330527342	Cowes
Africa/Kampala	UG	1985666589016	Paidha
Asia/Manila	PH	5625333976430	Antipolo
Africa/Porto-Novo	BJ	0523027716056	Tchaourou
Asia/Kuala_Lumpur	MY	3523569811926	Ulu Tiram
Europe/Saratov	RU	4959991419505	Privolzhskiy
Asia/Jerusalem	IL	2412281793430	Rahat
Africa/Douala	CM	6735634884507	Tonga
America/New_York	US	2638633042111	Keene
America/Martinique	MQ	6531314787546	Le Robert
Europe/London	GB	9217061354411	Walton-on-the-Naze
Africa/Kinshasa	CD	0846323499738	Kasangulu
Asia/Hong_Kong	HK	9530020203057	Tsuen Wan
America/Argentina/Cordoba	AR	8732785116899	Esperanza
Europe/Berlin	DE	8229614818920	Gronau
America/Los_Angeles	US	5494101497404	South Whittier
Asia/Yekaterinburg	RU	0543634588167	Saraktash
America/Sao_Paulo	BR	5191816446740	Soledade
Europe/Kiev	UA	2972301352035	Lutsk
Europe/Moscow	RU	8583487882014	Stupino
Australia/Sydney	AU	6793062260911	Griffith
Europe/London	GB	7224617044094	Walton-on-the-Naze
Asia/Manila	PH	5019697810125	Baliuag
Europe/Berlin	DE	1092251028598	Zeitz
Africa/Freetown	SL	9840741680717	Freetown
Asia/Kolkata	IN	5255149139851	Bachhraon
Europe/Moscow	RU	9790864318304	Roslavl’
America/New_York	US	1738834736725	Nutley
Africa/Lagos	NG	3127742414616	Shagamu
Africa/Accra	GH	0209154291337	Bibiani
Africa/Ndjamena	TD	6177591462372	Mongo
America/New_York	US	0532506130597	Taunton
America/Martinique	MQ	5413911201889	Le Robert
America/La_Paz	BO	0182239929670	Tupiza
Europe/Paris	FR	5855756118180	Sceaux
Europe/London	GB	8851795383111	East Dereham
America/Chicago	US	9195269332380	Coralville
Asia/Shanghai	CN	6848219420691	Haicheng
Europe/Brussels	BE	1466695254248	Wevelgem
Europe/Kiev	UA	8295441457434	Lutsk
America/Boise	US	3157407923221	Nampa
Europe/Berlin	DE	6239688560177	Walsrode
America/Phoenix	US	4158165083096	Gilbert
Asia/Jakarta	ID	8721701397344	Kediri
Australia/Brisbane	AU	6676186293136	Carindale
Europe/London	GB	4432577047083	Thetford
Asia/Kolkata	IN	9117387059963	Dharmapuri
Asia/Karachi	PK	3492875705260	Daud Khel
Asia/Bangkok	TH	8055274668144	Roi Et
America/New_York	US	1633069558664	Norwalk
Europe/Madrid	ES	8590098567247	el Camp de l'Arpa del Clot
Asia/Karachi	PK	3532205775799	Qadirpur Ran
Africa/Lagos	NG	9957829183296	Biu
Africa/Dar_es_Salaam	TZ	0423637483884	Same
Europe/Madrid	ES	0371692184942	Caravaca
America/Detroit	US	5824177911915	Canton
Europe/Brussels	BE	6368701477885	Houthalen
Asia/Kolkata	IN	5934954026906	Deoli
Europe/Sofia	BG	3512414818647	Montana
Africa/Monrovia	LR	3450379332658	New Yekepa
Europe/Zagreb	HR	6975776478251	Split
Europe/London	GB	1739620594703	Rhosllanerchrugog
Asia/Barnaul	RU	8052440753888	Novosilikatnyy
Europe/Helsinki	FI	3421399402959	Espoo
Europe/Rome	IT	9119806116066	Ariccia
Europe/Paris	FR	7081542873621	Dax
America/Argentina/Cordoba	AR	4349843356247	Esperanza
Europe/London	GB	5389042684856	Surbiton
America/Argentina/Cordoba	AR	5459446953084	Rafaela
Asia/Kolkata	IN	9618703331331	Kundla
Africa/Kampala	UG	4852773225175	Arua
Asia/Shanghai	CN	6290151014627	Meizhou
Europe/Zaporozhye	UA	9587713102593	Polohy
Asia/Shanghai	CN	6480766253775	Xinzhou
America/Los_Angeles	US	8129906669127	Porterville
Australia/Perth	AU	5182840339122	Perth
Europe/Moscow	RU	0334204878302	Valday
Europe/Moscow	RU	6229197169893	Roslavl’
Europe/Brussels	BE	4999344223120	Gembloux
Europe/Madrid	ES	2638111179452	Las Gabias
Africa/Blantyre	MW	4321452065161	Salima
America/Mexico_City	MX	5114906543815	Salvatierra
Asia/Bangkok	TH	6333423016827	Nakhon Si Thammarat
Africa/Douala	CM	7802085107581	Idenao
America/Lima	PE	5994697787298	Yunguyo
Europe/Moscow	RU	0687397963691	Novopavlovsk
America/New_York	US	2260568711994	Port Richmond
Europe/Zaporozhye	UA	3594731410681	Svatove
America/El_Salvador	SV	7113310916046	Ilopango
America/New_York	US	0305314886402	Scarsdale
America/Chicago	US	5485498618039	Huntley
America/New_York	US	5936399466224	Punta Gorda Isles
Australia/Sydney	AU	2934097532220	Eastwood
Asia/Kolkata	IN	1530424579633	Alwaye
America/New_York	US	4535880210448	Brighton Beach
Europe/Helsinki	FI	5818677939685	Espoo
America/Glace_Bay	CA	2264784266511	Sydney
Asia/Kolkata	IN	7742886823764	Kheda
Asia/Yekaterinburg	RU	3646871768532	Lesnoy
Asia/Kolkata	IN	2925376050436	Rafiganj
America/Phoenix	US	0149969296533	Scottsdale
America/Argentina/Buenos_Aires	AR	8555541713961	Pontevedra
Asia/Shanghai	CN	1907354408843	Yingkou
America/Mexico_City	MX	7699026203453	Tuxtla
Europe/London	GB	2445398979428	Arbroath
Asia/Dushanbe	TJ	0402856539404	Vahdat
America/Chicago	US	1287361847515	Grand Forks
Europe/Berlin	DE	0123937485013	Finnentrop
America/Los_Angeles	US	0004267424999	Mira Mesa
America/New_York	US	5832317703443	Nutley
America/Puerto_Rico	PR	9815828618846	Yauco
Asia/Shanghai	CN	8574514071983	Tianfu
Africa/Lubumbashi	CD	1295261612034	Kamina
America/Maceio	BR	8023719699206	Lagarto
America/New_York	US	4098888985218	Acworth
Asia/Kolkata	IN	6481197885887	Hungund
America/Bogota	CO	1085664035727	Madrid
Asia/Karachi	PK	7755156473422	Kanganpur
Asia/Manila	PH	1156550168789	Cebu City
Asia/Makassar	ID	4399112559411	Majene
America/Sao_Paulo	BR	6265052534284	Alfenas
Europe/Warsaw	PL	4499557717589	Strzelce Opolskie
Europe/Paris	FR	1433035373693	Vienne
America/Chicago	US	8249418961226	San Juan
Africa/Nairobi	KE	9502023355521	Busia
America/Sao_Paulo	BR	3517587122577	Caldas Novas
Europe/Bratislava	SK	9207748045312	Hlohovec
Asia/Makassar	ID	6446707363996	Balikpapan
Asia/Shanghai	CN	0017043599460	Dongdu
Asia/Shanghai	CN	9766059336576	Longgang
Europe/Brussels	BE	9203818530283	Denderleeuw
Europe/Berlin	DE	8079198054555	Kirchlengern
Asia/Tehran	IR	0268619087953	Nowshahr
Asia/Kolkata	IN	3776176701535	Supaul
Europe/Warsaw	PL	1625634842599	Ustka
Asia/Tokyo	JP	3036447818240	Namerikawa
Europe/Sofia	BG	1055493700660	Montana
America/New_York	US	4974779197734	Punta Gorda Isles
Europe/Moscow	RU	1854956921204	Gavrilov-Yam
Europe/London	GB	2334570694740	Surbiton
Africa/Bamako	ML	6785015647009	Kati
America/New_York	US	2363807355642	Pottstown
Europe/Berlin	DE	3857539432423	Stade
Asia/Jakarta	ID	2350804954480	Diwek
Europe/Podgorica	ME	2103393531651	Budva
America/Lima	PE	9472953593747	Minas de Marcona
Australia/Perth	AU	5751981620415	Perth
America/Toronto	CA	7379087743753	Beaconsfield
Indian/Antananarivo	MG	0750718828426	Sakaraha
America/Guatemala	GT	8512360533323	Chichicastenango
Europe/Samara	RU	9888315814953	Otradnyy
America/Cuiaba	BR	6103813010007	Nova Xavantina
Africa/Douala	CM	2413076047288	Idenao
America/Los_Angeles	US	0504397118329	Riverbank
Australia/Melbourne	AU	8343011301431	Wheelers Hill
Europe/Madrid	ES	2456195124010	Tudela
Europe/Rome	IT	0556381148720	Bisceglie
America/Sao_Paulo	BR	7123698631868	Itabirito
Africa/Algiers	DZ	2861288568228	Boumerdas
America/Los_Angeles	US	9925607922238	Davis
America/Sao_Paulo	BR	2456164664738	Esmeraldas
Europe/Berlin	DE	8863762448211	Landshut
Europe/Paris	FR	3700147185659	Montpellier
America/Mexico_City	MX	2922663995159	Oaxaca
America/Boise	US	3894292970687	Nampa
Europe/Vilnius	LT	0816247392903	Ukmerge
Asia/Makassar	ID	0488554372291	Majene
Europe/Berlin	DE	5462365794638	Oberhausen
Australia/Sydney	AU	8389682606215	Nowra
Asia/Kolkata	IN	7158043150688	Alwaye
Europe/London	GB	3836129750352	Mexborough
Asia/Kolkata	IN	4930489663730	Gorakhpur
Asia/Almaty	KZ	7397199545065	Zaysan
Europe/London	GB	0928675186754	Rhosllanerchrugog
America/Sao_Paulo	BR	6158228489016	Curitiba
Europe/Paris	FR	5968141397197	Cavaillon
Europe/Paris	FR	2441780573304	Rueil-Malmaison
Europe/Rome	IT	0860973462386	Tortona
America/Vancouver	CA	7013947251957	Kelowna
America/Mexico_City	MX	9966792262709	Paracho de Verduzco
Asia/Kolkata	IN	6888939345065	Gariadhar
America/Santiago	CL	5276538680372	Chiguayante
America/New_York	US	1943578553914	Malden
America/Chicago	US	9000601638658	Ada
Europe/Moscow	RU	6248538982625	Kovylkino
Europe/Madrid	ES	9446786377560	Amposta
Asia/Kabul	AF	2202548388727	Sar-e Pul
America/Panama	PA	9712128771397	Chilibre
Asia/Shanghai	CN	3815215744338	Beidao
Africa/Algiers	DZ	8581078850565	Boumerdas
Asia/Kolkata	IN	6598990398558	Kheda
Asia/Jakarta	ID	3681745847708	Randudongkal
Europe/London	GB	3126291204884	Aberdeen
America/Lima	PE	3095844250480	Chosica
Asia/Karachi	PK	1271702995393	Larkana
Europe/Kiev	UA	5255361588710	Voznesensk
Europe/Oslo	NO	5806321090578	Harstad
Europe/Moscow	RU	2259222187008	Bogoroditsk
America/Sao_Paulo	BR	6869106857086	Curitiba
Europe/Belgrade	XK	3844945500198	Glogovac
Africa/Lagos	NG	8699444377711	Ilesa
Asia/Manila	PH	1218771673227	Masbate
America/Mexico_City	MX	0250835406397	Contla
Asia/Jakarta	ID	8972132855815	Tebingtinggi
America/Mexico_City	MX	2502506760009	Casa Blanca
America/Chicago	US	7735656902295	Huntley
Europe/Moscow	RU	1476779526093	Danilov
Europe/Paris	FR	4460223098448	Saint-Genis-Laval
Europe/Istanbul	TR	5784788387212	Sungurlu
Europe/Berlin	DE	0909025528387	Stade
Asia/Yekaterinburg	RU	5294182745919	Kachkanar
America/New_York	US	1135909080910	Far Rockaway
America/Sao_Paulo	BR	4358469059159	Caldas Novas
Asia/Tokyo	JP	0850221654342	Iwade
Europe/Berlin	DE	9171008927994	Halstenbek
Asia/Shanghai	CN	7648526514279	Changshu City
Asia/Jerusalem	IL	2901903489658	Ramla
America/Argentina/Buenos_Aires	AR	3865158240732	Chacabuco
Europe/Paris	FR	2880317253072	La Garenne-Colombes
America/Bogota	CO	6162554752423	Madrid
Asia/Kolkata	IN	6656573355098	Elamanchili
Africa/Dar_es_Salaam	TZ	1423950340795	Chanika
Africa/Banjul	GM	6073039292429	Farafenni
Asia/Shanghai	CN	3634301403221	Liaoyang
Asia/Kolkata	IN	2666888078296	Lal Bahadur Nagar
Asia/Seoul	KR	4105850509195	T’aebaek
America/La_Paz	BO	3110992741755	Tupiza
Europe/Madrid	ES	1176913186663	Segundo Ensanche
Europe/Prague	CZ	7218811229906	Karlovy Vary
America/Toronto	CA	6324698125925	Pointe-Claire
Europe/Berlin	DE	6882256334313	Hechingen
Europe/Moscow	RU	8156101706869	Bogoroditsk
Europe/London	GB	3662977228626	Chapletown
Asia/Seoul	KR	9583502269676	Sinhyeon
Europe/Moscow	RU	6374748256598	Arzamas
Asia/Kolkata	IN	1925996121890	Calangute
Europe/London	GB	5936293213016	Surbiton
Asia/Yekaterinburg	RU	7318948828680	Ozersk
Europe/Oslo	NO	9045585561233	Harstad
America/Chicago	US	8345941783882	Copperas Cove
Asia/Shanghai	CN	2179411199646	Taozhuang
Europe/Berlin	DE	9547175639747	Hechingen
Asia/Shanghai	CN	6077311736298	Changzhi
America/New_York	US	4159123984998	Far Rockaway
Europe/Paris	FR	9200165324268	Sceaux
Africa/Casablanca	MA	9328724603088	Jerada
America/Chicago	US	3072120272824	Searcy
America/Chicago	US	2361812372081	Ada
Africa/Tunis	TN	0508633741586	El Alia
Africa/Maputo	MZ	3607876721533	Maxixe
Asia/Tokyo	JP	5965921858039	Hakodate
Asia/Kolkata	IN	2547346594513	Udumalaippettai
Europe/London	GB	0887927412402	Walton-on-the-Naze
Europe/London	GB	9980377372928	Surbiton
America/Edmonton	CA	4968950738984	Sherwood Park
Asia/Yangon	MM	7012265737259	Kyaikto
Asia/Aqtobe	KZ	6961582446362	Shalqar
America/Chicago	US	9742594035372	Evergreen Park
Europe/Paris	FR	1721898922722	Saint-Genis-Laval
Europe/Moscow	RU	7590506481586	Petrozavodsk
Europe/London	GB	8339675501751	Rutherglen
America/New_York	US	3290354763400	West Chester
America/Mexico_City	MX	1954379276872	Jocotepec
America/Chicago	US	1032371644742	Fairview Heights
Europe/Rome	IT	7358941288401	Bisceglie
America/Toronto	CA	2242372899563	Markham
Europe/Paris	FR	5489697732213	Bobigny
Asia/Jakarta	ID	3961443862518	Kediri
Europe/London	GB	8529660604097	Lymington
America/Jamaica	JM	8006197111828	New Kingston
America/Argentina/Buenos_Aires	AR	9428277919435	Tandil
Africa/Niamey	NE	9550778264711	Mirriah
Africa/Kinshasa	CD	8651832408926	Kasangulu
Europe/Moscow	RU	8299163418483	Buynaksk
Europe/Rome	IT	1547140006725	Falconara Marittima
Europe/London	GB	3720921318486	Lancing
Europe/Berlin	DE	1967229265438	Eppingen
America/New_York	US	1091172824739	North Lauderdale
Asia/Kolkata	IN	3856061613836	Davangere
Asia/Aqtobe	KZ	8744789603480	Shalqar
Africa/Addis_Ababa	ET	5798789785816	Debre Tabor
Asia/Kolkata	IN	8311291726244	Elamanchili
Asia/Damascus	SY	9786377657702	Tadmur
Asia/Kolkata	IN	0269300166094	Pilkhua
Africa/Algiers	DZ	4883783101517	Boumerdas
America/New_York	US	2291577665800	Sicklerville
Asia/Shanghai	CN	3039807537768	Wacheng
America/New_York	US	2016946283481	Dumont
Asia/Kolkata	IN	2362760454997	Chamba
Asia/Tehran	IR	5449033394833	Isfahan
Asia/Tokyo	JP	7397024140533	Ina
Europe/Prague	CZ	8663200980194	Karlovy Vary
America/Bahia	BR	1839132013508	Canavieiras
Asia/Karachi	PK	7927977267515	Qadirpur Ran
Asia/Kuala_Lumpur	MY	7205707056227	Teluk Intan
Europe/Berlin	DE	2175531198132	Stade
Asia/Tokyo	JP	9046327252075	Kamakura
Europe/Madrid	ES	5251243681043	Segundo Ensanche
America/Chicago	US	8842076006201	Grand Forks
Asia/Manila	PH	4939279118016	Tupi
Asia/Riyadh	SA	0493481560697	Al Jubayl
Europe/Madrid	ES	5388786240908	Baza
America/Glace_Bay	CA	1893460047574	Sydney
Asia/Karachi	PK	3346261687558	Naushahra Virkan
Asia/Vladivostok	RU	0116800968881	Lesozavodsk
Asia/Kolkata	IN	3477409616175	Lal Bahadur Nagar
America/New_York	US	5129781959040	Middletown
Europe/Moscow	RU	9895832385491	Tyoply Stan
America/Sao_Paulo	BR	0496207187895	Marau
America/Los_Angeles	US	4678374406177	Bothell
Europe/Madrid	ES	2532087912726	Cardedeu
Asia/Hebron	PS	7408087622178	East Jerusalem
Europe/London	GB	0148530462384	Chapletown
Asia/Shanghai	CN	2409079936087	Meizhou
America/Chicago	US	5229771683990	Abilene
Europe/London	GB	1679331389529	Chapletown
Europe/Belgrade	RS	0637401075766	Sremska Mitrovica
Asia/Shanghai	CN	6277571707759	Pingyi
Asia/Kolkata	IN	9446905167560	Aistala
Africa/Addis_Ababa	ET	8448430671292	Debre Tabor
Asia/Bangkok	TH	2641817832569	Phanat Nikhom
Africa/Banjul	GM	8119352235540	Farafenni
Europe/Rome	IT	9974321401123	Roseto degli Abruzzi
Europe/Amsterdam	NL	0047581579136	Vught
Asia/Jerusalem	IL	0439880282938	Ramla
America/Chicago	US	2857391148662	Independence
Africa/Libreville	GA	2274107651351	Franceville
Europe/London	GB	9499211596043	Winsford
Asia/Tokyo	JP	9875206641675	Motomachi
Asia/Manila	PH	2881331328609	Antipolo
Asia/Seoul	KR	3047305194109	Eisen
Europe/Madrid	ES	4137611650891	Palafrugell
America/Chicago	US	7056573095212	Tupelo
Asia/Yekaterinburg	RU	8170487760321	Kachkanar
Asia/Kolkata	IN	6031128335273	Parola
Asia/Karachi	PK	2907250535505	Sillanwali
Europe/Paris	FR	7981741938636	Lons-le-Saunier
Europe/Moscow	RU	5538493900897	Petrozavodsk
America/Los_Angeles	US	2938921942636	Pahrump
Europe/Berlin	DE	7744659852971	Barmbek-Nord
America/Los_Angeles	US	3445525620352	Porterville
America/Vancouver	CA	4515443984597	Kelowna
Europe/Madrid	ES	6154176038511	San Fernando de Henares
America/Sao_Paulo	BR	0817085102808	Itaperuna
Europe/Paris	FR	0873901561600	Arles
Europe/Istanbul	TR	2432664730128	Yakuplu
Africa/Accra	GH	0882201759877	Bibiani
America/Bogota	CO	7970737822127	Andes
Asia/Karachi	PK	3837245883207	Kanganpur
Asia/Manila	PH	9170102508627	Sorsogon
Asia/Kolkata	IN	1319050711231	Pandua
America/Los_Angeles	US	7927508505079	Beaumont
Asia/Shanghai	CN	1960561337641	Sishui
America/Chicago	US	0837952385172	Pleasant Prairie
Asia/Tokyo	JP	8021558266412	Nayoro
America/Bogota	CO	9394111583394	Villa del Rosario
Europe/London	GB	5395025887732	Newbury
America/Santarem	BR	0563368696372	Altamira
Europe/Berlin	DE	0583815231468	Gauting
Europe/Paris	FR	2835092345351	Bar-le-Duc
Asia/Karachi	PK	6180556792629	Larkana
Europe/Andorra	AD	1498255931566	les Escaldes
Europe/Moscow	RU	0604744591154	Stupino
Asia/Manila	PH	8617868103037	Guyong
America/Mexico_City	MX	9160264439303	Teziutlan
Europe/Berlin	DE	7764253064440	Friedberg
Europe/Berlin	DE	6155743425680	Nidderau
Europe/Vilnius	LT	4667964710114	Alytus
Asia/Kolkata	IN	5155960715558	Pilkhua
Europe/Berlin	DE	2165581308971	Trossingen
Europe/Minsk	BY	4442464957449	Vitebsk
Europe/Berlin	DE	4124368086004	Aschaffenburg
Europe/Berlin	DE	6029260126903	Verl
Europe/London	GB	9397741840967	High Wycombe
Europe/Paris	FR	5353974709116	La Garenne-Colombes
Europe/London	GB	4609994663992	Walton-on-the-Naze
Asia/Taipei	TW	4279453509248	Magong
Europe/Moscow	RU	1089945398921	Gudermes
Asia/Kolkata	IN	1502786211315	Sheoganj
America/Port-au-Prince	HT	1344864635954	Thomazeau
Asia/Baku	AZ	1160116533041	Qazax
Europe/Paris	FR	7432509393070	Dax
Asia/Shanghai	CN	7372017294165	Sishui
Asia/Manila	PH	3181103145281	Jagna
America/Santo_Domingo	DO	8870850231464	Santa Cruz de Barahona
America/Argentina/Tucuman	AR	8997372654875	Aguilares
America/New_York	US	6663436101433	Scotch Plains
America/Chicago	US	4304736349089	Columbia Heights
Europe/Rome	IT	2212957542023	Portogruaro
America/El_Salvador	SV	3402905208647	Ilopango
America/Panama	PA	2848314810933	Veracruz
Asia/Yekaterinburg	RU	2847810827742	Ishim
Europe/Berlin	DE	8814854932729	Ehingen
America/Managua	NI	1413171771874	Jinotepe
America/New_York	US	7684916162804	Stockbridge
Asia/Kolkata	IN	4257019284853	Supaul
Asia/Shanghai	CN	3721449145622	Changzhi
Europe/Moscow	RU	1040103515895	Valday
Europe/Berlin	DE	7949618237602	Reutlingen
Africa/Lagos	NG	5294858135839	Shagamu
America/New_York	US	1978905800331	Gainesville
America/Sao_Paulo	BR	9262635579899	Soledade
Asia/Kolkata	IN	8307958368988	Bhayandar
America/Sao_Paulo	BR	6403575312655	Imbituba
Indian/Antananarivo	MG	1271958054868	Ikalamavony
America/Sao_Paulo	BR	8867359703745	Imbituba
Europe/Moscow	RU	7740289335099	Kireyevsk
America/Bahia	BR	6312915801578	Muritiba
Asia/Seoul	KR	1596994706930	Sinhyeon
Asia/Tokyo	JP	5555500563500	Toyokawa
America/Chicago	US	0311265001955	Brentwood Estates
Europe/Paris	FR	0071187700274	Valence
Asia/Tokyo	JP	5469746260607	Minokamo
America/Chicago	US	8007870249210	Brenham
Europe/London	GB	8122069432126	Penzance
Europe/Berlin	DE	1160664260260	Gronau
Asia/Kuala_Lumpur	MY	6287370143191	Gua Musang
Asia/Bangkok	TH	2577532040357	Roi Et
Asia/Samarkand	UZ	8661577627087	Jizzax
Asia/Tokyo	JP	7635911875022	Sasayama
America/Maceio	BR	6326480544570	Aracaju
Asia/Tokyo	JP	5715107400336	Sasayama
Europe/London	GB	9973967307813	Blackpool
Europe/Berlin	DE	5543463634894	Losheim
Asia/Kolkata	IN	3265597397606	Uran
Africa/Algiers	DZ	2562154211315	Bordj Zemoura
America/New_York	US	6418145769814	Rosedale
Asia/Shanghai	CN	0970160719343	Liaoyang
America/Los_Angeles	US	0683719640493	Beaumont
America/Guatemala	GT	9107848698428	Chichicastenango
Europe/Helsinki	FI	3443469777453	Tornio
Asia/Manila	PH	0010695750128	San Jose
Asia/Kolkata	IN	9964199810226	Diamond Harbour
America/Los_Angeles	US	3352049801030	Beaumont
America/New_York	US	2383742934986	Dublin
America/Bahia	BR	2474550875148	Muritiba
Asia/Urumqi	CN	1541106934398	Hoxtolgay
Europe/Berlin	DE	9047304461022	Oschatz
America/New_York	US	0996302956704	Thomasville
America/Panama	PA	0736630218330	Chilibre
America/Bahia	BR	3835409373984	Canavieiras
Europe/Kiev	UA	9399807362284	Lutsk
Europe/Andorra	AD	1511524624621	les Escaldes
Asia/Shanghai	CN	6651793097957	Ulanhot
America/New_York	US	4330522936768	Collinwood
Asia/Yakutsk	RU	6739201514323	Aykhal
Asia/Kolkata	IN	1800829984692	Gorakhpur
Asia/Baku	AZ	9425743517874	Qazax
Asia/Tehran	IR	5478021370856	Isfahan
Asia/Kolkata	IN	5899542331629	Kangayam
America/Mazatlan	MX	4669663660615	Acaponeta
Europe/Oslo	NO	6166027747633	Harstad
Europe/Berlin	DE	3156064724363	Pfullingen
Asia/Tokyo	JP	8024192927367	Sasayama
America/Jamaica	JM	5558977842475	New Kingston
Asia/Shanghai	CN	6442844795157	Ulanhot
Europe/Brussels	BE	7947859112030	Houthalen
Asia/Yangon	MM	5690282559683	Myawadi
Asia/Phnom_Penh	KH	7668934367113	Paoy Paet
America/Maceio	BR	9651731926629	Lagarto
America/New_York	US	3293637835405	Venice
America/New_York	US	6111547203350	Gates-North Gates
America/Denver	US	2875607536676	Ken Caryl
Asia/Kolkata	IN	3419295757822	Udumalaippettai
Europe/Madrid	ES	0263271959594	Reus
America/Chicago	US	4295263026294	Hutchinson
Europe/Moscow	RU	2923200101972	Bogoroditsk
